,accuracy,communication,cleanliness,location,checkin,value,avgRating
9920860,3.5,3,3.17,3.67,3,2.67,3.50
9920861,3.67,1.33,3.67,2,3.67,2.67,2.33
9920862,2.4,3.6,3,2.4,2.8,4,3.00
9920863,2.67,2.33,3.5,3,3.83,2.67,3.67
9920864,2,1.67,3.67,1.33,3,3.33,2.33
9920865,3.5,3,3.33,2.5,2.33,3.17,2.00
9920866,3.14,3.43,3.29,3.14,1.86,2.71,3.71
9920867,2.14,2.57,2.43,2.57,2.43,2.86,2.57
9920868,2.83,2.67,2.83,2.33,3.33,3.5,2.67
9920869,3.29,3,2.43,2.71,2.86,3.43,2.29
9920870,2.6,3.8,3.6,2.6,3,3.2,3.60
9920871,3,3.33,3.33,3,3.67,3,3.00
9920872,2.75,2.5,2.5,3.25,2.5,3.25,2.75
9920873,4,4.33,3.33,4,2.33,3,3.00
9920874,3.33,3,3,2.33,3,2.67,3.67
9920875,2,1.75,3.75,1.5,4.5,2,4.25
9920876,3.14,2.29,4.14,3,2.29,2.29,3.71
9920877,3.29,3.43,3.71,2,2.86,3,3.43
9920878,4,2.67,3.17,3.5,3,2.33,3.33
9920879,2.75,2.25,3.5,2.75,4,3.25,3.50
9920880,1.67,3.67,3.67,3.33,3.33,2,4.67
9920881,2.5,2,4,3.75,2.5,2.25,2.00
9920882,3,2.33,1,3.33,3.67,2.67,3.33
9920883,2.33,3.33,3.33,3,3,3.67,2.17
9920884,4,3.75,1.75,1.75,4.5,3.75,2.50
9920885,2.75,3.25,4.75,3.25,3.5,2,3.75
9920886,4,3.67,3.5,3,3,2.5,2.33
9920887,5,3.75,3,3.5,3.25,3.5,3.00
9920888,1.5,2.5,1.75,2.75,3.25,2.25,2.00
9920889,1.67,2.67,3.67,4.67,2.67,2.33,4.33
9920890,3,3.5,3,3,2.5,2.75,1.75
9920891,3.5,3.17,2.5,3,2.83,3.5,3.00
9920892,2.6,3.2,2.6,2.4,3.2,3.8,2.60
9920893,2.6,3.6,3.4,3.4,2.6,1.6,3.60
9920894,1.67,1.33,4,3.67,3,2.67,2.67
9920895,3.71,2.71,2.71,3.86,3.71,2.43,3.00
9920896,4.4,4,2.2,2.8,3.8,3.2,3.80
9920897,1.33,2,3.67,3,3.67,3.67,3.33
9920898,3,3,3,2.5,3.5,3,2.50
9920899,3,2,3.8,3.6,2.2,2.4,3.20
9920900,2.25,3.5,4,4,1.75,2.5,3.75
9920901,2.33,3.67,3.17,2.67,3.33,3.67,3.50
9920902,2.2,3,2.8,3.4,2.8,3,1.60
9920903,1.75,2.5,3.5,2.25,3,1.5,2.75
9920904,3.67,3.83,2.83,3.5,2.17,2.83,2.17
9920905,3.67,2,4.33,1.67,2.67,3.33,2.33
9920906,3.57,3.43,3.43,2.43,2,2.57,3.14
9920907,3.33,3.33,3.67,3,4,3,3.00
9920908,2.67,3.33,2.83,3.33,3.33,3.33,4.00
9920909,1.33,3.33,1.67,3,4,4,2.67
9920910,3.8,3,2.8,3.2,4,3.6,3.20
9920911,4.14,2.86,2.57,2.43,3.29,2.14,3.71
9920912,3.67,2.33,3.33,2,1.67,2.33,4.00
9920913,3.43,2.29,3,3,3,3.43,2.71
9920914,3,3.86,1.71,2,3.14,2.14,2.00
9920915,3.33,3.33,3,2,2,2.67,5.00
9920916,3,3,3.5,1.75,2.25,3,4.00
9920917,2.67,3.33,2,3.67,3.67,3,2.33
9920918,3.17,2.83,4.17,3.33,3,3.17,3.67
9920919,3.4,2.4,2.6,2.4,2.8,2,3.80
9920920,3.4,2.8,3.2,3.2,3.4,3.2,3.00
9920921,3.25,2.5,1.5,2.25,2.75,2.75,4.25
9920922,2.33,3,2.5,2.83,3.33,3.83,3.33
9920923,4,2.67,1.67,3.33,3.67,3.67,3.00
9920924,3.71,2.71,2.57,3.29,3.14,3,1.86
9920925,3.33,3.67,2.33,2.67,3,3.33,3.67
9920926,2.29,3.29,2.71,3.29,3,3.14,3.43
9920927,3.75,3.25,3.25,2.75,4,2.5,3.75
9920928,2.43,3.43,3.57,3.14,3.71,3.71,2.71
9920929,3.5,3,2.83,4,2.83,2.83,3.33
9920930,3.43,3.43,1.71,3,2.71,3.57,2.43
9920931,2.83,2.33,2.67,2.83,4,3.83,2.67
9920932,2.75,3.5,3.25,2.75,3.5,2.5,3.50
9920933,3.25,3.25,2.75,2.25,2.5,3,2.00
9920934,2.2,2.8,2,2.6,2.8,4.4,2.60
9920935,3.17,3.83,4,3,3.5,3.33,2.67
9920936,3.5,3,3.5,4,3.75,3.5,3.00
9920937,2.5,2.5,1.25,3,3.25,3.25,1.75
9920938,3.33,3.67,2.33,3.33,4.67,3.33,4.67
9920939,2.5,3.5,3.67,2.67,3.83,2.83,2.67
9920940,3.67,3.67,2.83,3.17,2.5,3.5,3.00
9920941,2.4,3,2.4,2.4,4,4.2,2.80
9920942,4.17,2.33,2.5,2.5,2.5,2.17,3.50
9920943,3,3.4,3.2,3.6,3.2,3.8,2.60
9920944,2.67,3.33,1.17,3.33,3.17,3.67,3.33
9920945,3.33,3.67,2.67,2.33,3.67,3.67,3.00
9920946,3.67,1.67,3.67,3.17,2.33,2.5,2.50
9920947,3.2,3.6,3,2.6,3.4,2,2.40
9920948,2.71,3.57,3.14,3,2.71,3.29,3.14
9920949,2.67,2.67,2,3.33,2.67,2.67,2.67
9920950,3.17,4.33,3,3,4.17,2.5,3.00
9920951,1.75,3.25,3.25,2.5,3.75,3.5,2.75
9920952,3.67,3,2.33,3.33,2,2.33,2.67
9920953,2.71,3.71,2.43,3.29,4.29,3.29,3.14
9920954,1.75,2.5,2.75,3.75,3.75,3.75,2.75
9920955,3.71,3.57,3,2.86,3.14,2.86,2.29
9920956,2.67,3.17,2.5,2.33,2.83,3.33,4.00
9920957,2.75,2.75,3,3.75,1.75,3.5,2.50
9920958,4,3.67,3.67,3,1.67,3.67,1.67
9920959,1.67,2.67,2.33,2.33,4,2.67,3.33
9920960,3.75,2.75,3.5,3.5,2.5,2.25,2.50
9920961,2.6,3.6,3.8,2.2,3.4,2.2,2.00
9920962,3.2,3.8,3.4,2.2,2.4,2.8,2.20
9920963,3,3.2,3,3.4,2,3.8,2.60
9920964,3,3.17,2.5,2.83,2,2.83,3.50
9920965,3.5,2.25,4,2.75,2.25,2.75,2.25
9920966,1.71,2.43,1.86,2.86,3,2.86,3.43
9920967,3.8,2.2,3.6,2.2,2.8,2.6,2.40
9920968,3.67,1.67,3.67,3,2,4,1.33
9920969,2.25,2.75,3.25,2,2.5,2.25,2.00
9920970,2.86,2,3.57,2.29,3.71,3.86,3.14
9920971,3.25,3.5,3.5,2.75,3.25,4.5,3.50
9920972,2.8,3.6,2.6,2.8,3.8,3.4,2.80
9920973,1.5,3.75,3,3,2.5,2.75,4.50
9920974,3.43,3,3.43,2.29,2.57,2.86,3.00
9920975,3.75,3.25,2.75,2.75,3.25,2.75,3.75
9920976,3.17,4,2.5,2.5,3.83,2.5,2.17
9920977,2.43,2.29,2.86,2.86,3.29,2.14,3.29
9920978,1.6,3.2,2,3.6,2.4,2.2,2.40
9920979,3.43,2.71,3.29,3.14,2.57,2.57,2.71
9920980,3.17,3.17,3,3,1.83,3.33,2.83
9920981,3.2,2.4,2.2,2.6,2.8,2.6,2.80
9920982,2.86,3.71,3,2.14,2.14,2.71,3.43
9920983,3.67,3,3.33,2.67,2.67,3,2.83
9920984,2,2,2.33,4.33,3.5,4.17,3.17
9920985,2.86,2.86,3.43,3.29,2.43,2.29,3.14
9920986,3.5,3.5,2.75,2.5,2.75,3.75,2.75
9920987,3.17,3,2.67,2.67,3.33,2.5,3.50
9920988,4,4,3.57,2.71,3,2.71,3.29
9920989,3,4,1.67,2.67,3.33,2.67,3.67
9920990,3.43,2.57,3.43,2.57,2.71,2.86,3.29
9920991,4,3.57,4.14,2.71,3,1.86,3.29
9920992,2.75,3,3.25,2.5,3,4.25,3.00
9920993,2,2.67,3.33,3,2,4,3.00
9920994,3.29,2.29,3.71,3.43,2.71,3.29,3.57
9920995,3.25,3,2.75,4,1.75,2.75,2.75
9920996,3.5,3.25,2.75,3,2.5,2.75,3.00
9920997,2.4,2.8,2.6,3,3.2,2.6,2.80
9920998,4.33,2,3.67,1.67,2,4,4.67
9920999,2,3,5,2.67,3.33,3,2.67
9921000,2.71,3.86,3.43,2.14,3.29,1.86,3.86
9921001,3.4,3.2,2,4,3.6,2.8,2.80
9921002,2.33,3.33,2,3.67,2.67,4,4.33
9921003,3.2,2.8,2.8,2.8,3.2,3.6,3.40
9921004,2.67,2.33,3,2.33,3.33,2.67,2.67
9921005,3.25,2.75,2.5,2,2.5,3.5,4.00
9921006,1.8,3.2,3.2,3,2.2,3.8,3.00
9921007,2.33,2,2.33,3,4,4,3.33
9921008,3.57,3.71,2.14,3,3.57,3.43,3.43
9921009,3.75,3.25,3.25,2.75,3.25,2.75,3.50
9921010,3.25,1.5,3.25,4,2.75,4.5,4.00
9921011,3.17,3.33,3.33,2.67,2.67,3,3.67
9921012,3.14,3.71,2.86,3.43,2.43,2.71,2.29
9921013,3.14,3,2.71,2.71,2.57,3.86,2.86
9921014,3,2.33,3.33,2,2.67,2.33,2.33
9921015,2.8,2.8,3.6,2.4,3.6,2.2,3.00
9921016,2.6,3.2,3.4,2.8,3,4,3.00
9921017,2.67,2,3.33,1.67,3,3,2.00
9921018,3,3,2.5,2,3,3.25,2.75
9921019,2.33,2.33,4,3,2,3,4.67
9921020,1.83,2.67,3,3,3.17,2.17,2.33
9921021,2.71,3.29,3.86,2.71,2.43,2.57,3.14
9921022,2.8,3.6,3.8,3.4,3.8,3,3.00
9921023,3.4,2.4,3.2,3.2,2.8,2.2,3.20
9921024,3.6,3.2,3,3,3.2,3.4,3.40
9921025,2.33,2.33,2,2.33,2.67,2.67,3.00
9921026,3,3.33,3.17,3.17,2.5,2.5,3.00
9921027,2.8,2.8,3.8,3,2.6,4.2,1.80
9921028,2.71,2.43,3.43,2.29,3,2.86,3.00
9921029,3.75,3,3,2.5,2.25,4,2.25
9921030,2.25,3,1.75,3.75,2.25,2.5,2.50
9921031,3.4,2.6,2.4,3.6,2,2.4,3.00
9921032,2.43,2.14,2.86,3.14,3.71,2.57,2.43
9921033,3,2.2,3,3.2,3.4,4,3.20
9921034,2.67,1.83,2.5,3,2.5,2.67,2.67
9921035,3.71,3.86,2.57,2.43,2.29,3.29,3.29
9921036,3.33,3,3,3.17,3.17,1.83,2.83
9921037,3.4,2.4,3.2,3.2,3,3.6,3.20
9921038,3.14,2.71,2.57,2.57,3.57,2.29,2.00
9921039,4,2.8,3.6,3,3.4,3.6,2.20
9921040,3.6,3.2,2.8,3.2,3.2,3,3.80
9921041,3.25,3,2.5,3,2.5,2.75,2.75
9921042,2.33,2,2.67,3.33,3,1.67,2.67
9921043,2.5,3.83,2,2.67,3,3.5,2.83
9921044,4.33,2,4,2.33,3.33,2.33,3.33
9921045,3.8,2.2,3.6,4.4,3.4,3.2,2.60
9921046,4.33,3,1.67,2.67,3,3,3.00
9921047,2.8,3.6,3.4,4.2,4.4,3.6,2.20
9921048,2.33,3.33,3.33,2,5,2,3.00
9921049,3.33,2.83,2.67,3.17,2.5,2.67,2.67
9921050,3,2.75,4,4,1.75,3.25,3.75
9921051,2.86,3,3.57,3.71,3.14,3.71,2.86
9921052,3,4.2,3.4,2.6,3.2,3.6,1.80
9921053,2.67,2.33,5,3,4,2.67,3.00
9921054,3.29,2.43,4,2.86,2.71,2.71,3.29
9921055,2.29,3.43,3,2.71,2.71,2.71,2.43
9921056,4.5,2.75,3,4,2.75,3.5,3.00
9921057,2.67,2.67,3.17,2,3.17,3.17,3.00
9921058,2,2,2.5,4.25,2.5,2.5,2.00
9921059,1.86,2.43,2.29,3.29,4,1.86,2.71
9921060,3.57,3.14,2.43,3.14,2.86,3.43,3.71
9921061,3.4,3.2,2.6,2.8,2.8,2.2,3.60
9921062,3.33,1.33,1.67,3.33,2,2.33,4.00
9921063,1.75,4,3.5,2.75,3.25,1.5,2.75
9921064,3.33,4.33,3.67,1.67,2,2.67,5.00
9921065,3.33,3,3,2.33,3.33,3.33,2.00
9921066,3.43,2.86,3.29,2.71,2.86,3,3.43
9921067,3.25,4,2.25,3.5,3.75,3,3.75
9921068,3.71,2.86,3.57,2.14,3,3.57,3.00
9921069,3.75,2.75,4.5,2.75,3.25,2.75,2.00
9921070,3.5,3.17,3.83,3.17,3,3,2.50
9921071,3.17,3.67,2,2.33,3.17,2.67,3.33
9921072,3.17,2.5,2.83,2.83,1.33,3.17,2.33
9921073,2.33,3.17,3.67,3,2.67,2.83,2.33
9921074,3,3.4,2,4.6,2,2,2.20
9921075,2.67,3,1.67,4.33,3,3.33,2.33
9921076,2.33,4,2.67,4,4,3.67,3.33
9921077,3.14,2.57,1.71,2.57,2.71,4.14,3.86
9921078,4.17,2,4.17,3.83,2.67,3.67,3.17
9921079,3,2.25,3,2.75,3.25,4.25,2.50
9921080,3.25,3.25,2.5,3.25,4,4,1.50
9921081,3,2,3.5,2.75,4.5,3.75,2.75
9921082,3.17,3.83,3.17,2.67,2.67,3.33,2.50
9921083,2.75,3.5,3,3,2.25,2.25,2.75
9921084,2,4.5,3,3.5,2,3.25,1.75
9921085,3,2.75,3,3,2.5,3.25,1.25
9921086,3.29,3.14,2.71,3.57,2.14,3,3.00
9921087,2.8,2.6,2,2,2.6,3.4,3.80
9921088,2.67,2.83,3.17,3.17,2.67,3.5,3.00
9921089,3.67,2.33,3,3,1.33,3,2.33
9921090,2.67,2.5,2.67,3.5,2.5,3.17,2.83
9921091,2.57,2.71,2.86,3.43,2.86,3.14,2.57
9921092,2.5,4.5,2.83,2.67,2.83,3.5,3.50
9921093,2.83,2.83,2.17,2.5,2.33,3.67,2.67
9921094,3,3.14,2,3.43,3.14,3.43,2.14
9921095,2.33,2.67,2.33,2.67,3,3.67,2.67
9921096,2.43,2.57,3.29,3.71,3,2.57,3.57
9921097,2.86,3.86,3.43,3.71,3.71,3.29,1.86
9921098,2.8,3.2,1.8,3.2,3.4,1.6,3.60
9921099,4.33,4.33,4.33,1.67,4.67,2.67,3.00
9921100,3.4,3.6,2.4,2.4,2.4,3.2,2.20
9921101,4,2,2.67,1.67,2,3,3.67
9921102,3,3,3.67,4,2.33,3,2.67
9921103,3.4,3,3.8,2.4,1.8,4,3.40
9921104,3.67,1.67,3.33,4,3.67,3.33,3.00
9921105,3.57,2.43,2.43,2.14,2.86,3,3.43
9921106,1.83,3.17,3.17,3,3,3.17,3.83
9921107,2.83,3.67,2.5,3.67,3.33,3.17,3.83
9921108,2.67,1.67,3.67,3.33,4,1.33,3.33
9921109,3.6,3.8,3.2,2.4,3.4,3.4,2.40
9921110,2.14,1.86,2,2.43,3.43,2.43,3.71
9921111,3.75,3,4.25,4.5,3.75,3,4.00
9921112,3.2,2.6,3,3.2,2.2,3.4,4.20
9921113,4.4,3,3.6,3.6,3.2,2.8,3.60
9921114,3.5,2.33,2,3,3.33,3.17,3.17
9921115,2.75,3.25,2.5,3,2.75,3.75,3.75
9921116,3.75,2.75,3.75,2.25,3.75,3.5,3.25
9921117,3.33,2.67,4,3,3.67,2.33,3.33
9921118,3.4,2,2.8,3,2.6,3.2,2.00
9921119,3.25,4.25,2.75,1.75,2.75,2.75,3.00
9921120,3.2,4,4,2.8,2.8,3.2,4.40
9921121,3.25,3.25,4,2.5,3.25,3.75,3.00
9921122,3,3,3,4,2.5,4.5,3.50
9921123,2.2,3.6,3.6,3.6,3.2,3.8,3.00
9921124,3.33,3.83,4.33,1.83,3.33,3.83,3.50
9921125,3,2.33,3.83,3.17,2.83,3.17,2.50
9921126,3,3.75,1.25,3,2.25,3.25,3.75
9921127,3.5,3.25,2.5,2,3,2.5,3.00
9921128,3.25,3.75,1.75,3.25,1.5,2.5,3.50
9921129,3.67,3,2.67,2,4.33,3.33,3.67
9921130,2,3,3,2.17,2.83,3.67,2.33
9921131,3.29,3.14,3.43,3.86,3.57,2.57,3.57
9921132,2.6,3.6,3.4,2.4,3.2,1.8,2.20
9921133,3.33,4.67,3.67,3.67,2.67,3.67,3.33
9921134,3.57,2.14,2.86,2.57,3.29,2.57,3.86
9921135,4.17,2.67,2.83,3.17,3,3,2.67
9921136,3.8,2.8,3,2,2.8,2.8,3.40
9921137,2.33,2.67,2.83,3.33,3.83,3,2.67
9921138,3,2.43,3.14,3.43,3.29,2.14,2.43
9921139,3,2.67,2,2.33,2,2.67,3.00
9921140,1.67,3.33,2.67,3.33,1,3,3.33
9921141,1.67,2.67,3.33,2.67,4.33,4.67,2.67
9921142,3.57,2.71,3.86,3,3,2,2.29
9921143,3.2,3.4,3.2,3.2,3,4,3.20
9921144,2.33,4.33,2.33,2.33,4,2.33,4.00
9921145,2.83,2.5,3.83,2.83,2.67,2.33,2.50
9921146,2.29,1.71,2.71,2.29,3,2.86,3.86
9921147,2.71,3.14,2.43,3.43,2.57,3.29,2.57
9921148,2.25,1.75,3,2.5,2,2.5,3.75
9921149,3.17,2.83,2.67,3.83,2.17,3.33,2.50
9921150,3.17,2.67,3.5,4.5,3.33,2.83,3.17
9921151,4.33,3.67,2.33,3.33,3.33,2,2.33
9921152,3.5,3.5,4.17,3.83,3.17,2.67,2.50
9921153,3,1.67,2.67,1,4,2,3.33
9921154,2.86,3,2.14,2.43,3,3.57,3.00
9921155,2.43,2.43,3.43,3.57,3.43,3.43,3.14
9921156,1.8,3,2.8,3,3.8,3,2.40
9921157,3.8,2.2,2.4,2.8,3.4,3,2.40
9921158,2,2.67,2.67,3,3,4,2.67
9921159,3.2,2.2,3.6,3,2.8,2.8,3.60
9921160,4.75,4,3.5,3,2.5,3,4.25
9921161,3.67,2.5,2.33,1.83,3.5,3.17,3.67
9921162,3,2,4,2.33,2,1.67,3.67
9921163,3,2.4,3,3.4,2.8,2.6,3.40
9921164,3,4.25,3.5,3.5,1.75,2.75,3.50
9921165,2.2,3,2.6,1.8,2.6,3.2,4.40
9921166,3.5,2,4,3.75,3.5,1.75,2.75
9921167,2.86,3.57,2.57,3.29,3.57,3.14,2.43
9921168,2.75,2,2.5,1.25,2.25,3.75,2.75
9921169,2.75,3.75,1.25,3.75,3,3,3.50
9921170,3.67,2,1.67,4,3.67,3,3.67
9921171,3,2.33,3.67,2.67,4.33,2.67,3.67
9921172,3.33,3,3.67,2.33,3.5,4.17,2.17
9921173,3.67,2.67,2,2.33,3,3,3.00
9921174,3.71,2.71,2.71,2.29,2.71,3,2.29
9921175,3.33,4.17,4.17,3,3.5,3.5,3.00
9921176,3,3.5,2.67,3.33,2.83,2.67,3.33
9921177,3.33,2.67,3,2.33,3,2.33,3.33
9921178,3.8,2.2,2.4,2.6,2.4,3.2,4.00
9921179,2.71,2.57,3.57,2.86,2.86,3.14,2.86
9921180,3.5,2,3.83,3,3.17,3.67,2.00
9921181,2.5,4,3,4.25,3.75,4,3.00
9921182,3.33,2.33,2.33,4,2.33,3.67,4.33
9921183,2.83,3,4,1.83,3.17,2.33,3.17
9921184,3,3.33,2.67,3.33,2,3.33,4.00
9921185,2.6,3.4,2.6,3.2,2.4,2.2,2.40
9921186,1.4,2.8,3.2,3.6,3.2,4,4.20
9921187,2.67,4.33,4,3,3,3,2.33
9921188,2.5,3,3,4.75,3.5,3.75,4.25
9921189,4,2,2.33,2,2.67,3.67,3.00
9921190,4.2,3.6,3.4,3.6,3.4,3.2,2.20
9921191,2.75,3.25,3,3.25,2.25,2.5,3.25
9921192,3.33,2.33,2.67,3.67,3.67,2.33,2.67
9921193,3.29,3.71,4.14,4.29,2.71,3.14,3.29
9921194,2.83,3.17,3.83,3,3.5,3.17,3.00
9921195,3.25,3.25,3,2.75,2.75,3.5,3.25
9921196,4,3.75,3,3.25,4,2.75,2.25
9921197,2.4,3,3.8,2.8,3.2,2.8,4.00
9921198,4.17,2.83,4.17,3.5,3.33,3.83,2.67
9921199,2.6,3.4,3.8,2.2,3.4,3,3.20
9921200,3.57,4,2.29,3.29,2.71,3.14,3.71
9921201,4,4,3,2,3.4,1.8,3.20
9921202,2.86,2.71,3,3.29,2.14,3,3.43
9921203,2.83,3.33,2.17,2.67,3.33,3.33,3.33
9921204,4,2,3.33,2.67,3,3.33,4.00
9921205,3.17,3,3.83,2.5,3,3.17,3.33
9921206,4.33,2.33,2.67,3.67,1.67,2,2.67
9921207,2.43,2.86,3,2.57,3.86,2.43,2.57
9921208,2.83,3,2.83,3,3.5,3,3.00
9921209,3.67,3.33,3,3.33,2.67,3.67,3.17
9921210,3.29,3.14,4.29,3.29,2.71,2.29,4.00
9921211,3,3.14,2.14,3.14,3.29,3.14,2.71
9921212,3.33,3,3.33,4,3.67,3.33,3.00
9921213,3.33,2.67,1.33,3.33,1.33,2.33,2.00
9921214,3,3.67,2.67,2.67,2,3.33,3.33
9921215,2.8,3.6,3.2,3.8,3.6,3.4,2.40
9921216,3.17,3.83,3,3.17,3.17,3.17,4.00
9921217,2.33,3.17,3.17,2.83,2.5,3,3.50
9921218,2,3.14,2.57,2.43,3.71,4,3.14
9921219,3.2,4,3.2,2.8,4,3,3.00
9921220,3,2,4.33,2.67,2.67,2.67,2.67
9921221,3,1.8,3,2.8,3,2.6,3.80
9921222,1.67,2.83,3.17,2.67,2.17,4,3.50
9921223,2.6,3.2,4,3.8,3.4,3,3.00
9921224,3.5,3.67,3.67,3.83,4.5,2.83,3.33
9921225,2.43,2.71,2,1.86,2.71,2.14,2.71
9921226,3,2.4,3,3,3.2,1.8,3.20
9921227,2,3.6,2.4,3.2,2.6,3,3.00
9921228,2.33,3.5,2.5,3.33,3.5,3.33,3.67
9921229,3,3.67,3.33,4,1.67,3.33,2.67
9921230,3.57,3.71,3.71,2.29,2.71,4.29,2.43
9921231,2.75,3.75,1.75,2.5,2.75,2.25,3.50
9921232,3.2,4.6,2.6,3.2,3.6,1.8,2.40
9921233,3.25,3.25,2.5,2.75,3.5,1.75,3.00
9921234,4,3.25,2.25,2.5,3.5,2.75,2.50
9921235,3,3,3.83,3.5,3.33,3.5,3.00
9921236,3.25,2.5,2.25,4.25,3.75,3.5,2.50
9921237,3.5,3.67,3.33,3.17,3.67,3.33,3.00
9921238,4.5,2,2.5,3,3.5,2.75,2.50
9921239,2.33,2.67,3.67,3.67,3.33,3,3.00
9921240,2.5,3.33,3.83,2.83,3.33,2,2.83
9921241,2.43,2.43,2.57,2.43,4.14,2.14,3.57
9921242,2.67,3,2.33,3,4.67,2.33,4.00
9921243,2.6,3.2,2.4,3.2,3.8,3.8,2.20
9921244,3.33,3.67,2,2.33,2.33,4.33,3.00
9921245,3.67,3,3,4.67,3,1.33,4.00
9921246,3.14,2.86,2.71,3,3.29,2.57,3.14
9921247,3.71,3.43,2.71,3,2.71,3.14,3.57
9921248,4.33,3,3,4,1.67,2,3.00
9921249,2.67,3.17,2.67,4.67,3.33,3.67,2.50
9921250,2.25,3.25,3.75,3.5,3.75,3,3.75
9921251,2.8,2.6,3.2,2,3.6,3,2.80
9921252,2.71,4.43,2.43,3.43,3.29,3.29,2.57
9921253,2.29,3.14,3.14,3.14,2.29,3.71,2.86
9921254,2,3,1.5,2,4.25,3.5,4.75
9921255,1.33,3.67,2.67,3.33,2.33,4.67,3.33
9921256,3.5,3,3,4.33,2.83,2.83,3.17
9921257,3.33,3,3.67,3.33,4.33,2.67,3.00
9921258,3.57,3.29,3.86,3.86,3.43,2.71,3.43
9921259,3.4,2.8,2.6,3.2,2.8,3.8,2.00
9921260,2.14,3.29,3.29,2.57,3.43,3.57,2.86
9921261,2.33,3.33,2,3.33,1,1.67,3.33
9921262,3.5,3,3,4,3,3.5,3.50
9921263,3.25,2,2.5,3.75,2.5,2.5,1.25
9921264,2.8,3.6,3.6,2.8,2.6,2.8,2.80
9921265,3.17,2.67,3.17,2.83,2,1.83,3.00
9921266,2.67,3.67,4,2.33,1.67,2.33,4.00
9921267,3.14,2,3,3.43,3.57,3,2.57
9921268,3.6,3.4,3,3,3,2.6,3.40
9921269,2.75,2.75,4.25,3.75,1.5,2.75,3.50
9921270,2.4,2.4,3.6,2.4,2.4,2.8,3.40
9921271,3.33,2.67,3.5,2.83,2.33,3.17,1.83
9921272,2.57,3.29,3.14,2.43,2.14,3.57,3.29
9921273,2.67,2.33,2.67,3.33,3,3,3.33
9921274,3.29,2,3.43,2.86,3,3.43,2.43
9921275,3.83,3.83,2.5,2.33,3,3,3.33
9921276,3.14,3.71,2.14,3.29,2.71,3.43,2.86
9921277,2.8,3.4,3,1.8,3,3,3.80
9921278,2.33,2.67,3.67,2.33,3,3.33,3.00
9921279,3.43,3.43,3,3.57,3.57,2.14,2.57
9921280,3,2.5,1.75,3,3.25,1.75,1.75
9921281,3,3.25,2.25,3.5,3.5,3.25,3.50
9921282,2.6,2.8,3.8,2.8,2.6,2.8,2.40
9921283,2.57,2.43,3,2.71,3.57,3.71,2.86
9921284,2.67,3,3.67,1.33,1.33,3,2.33
9921285,3.25,2.25,1,2.5,3,1.75,2.75
9921286,3,2.25,3,4.25,3.25,4,3.25
9921287,2.71,2.14,2.43,3.57,3.43,2.43,3.43
9921288,3,2.67,3.83,2.5,2.33,3.33,3.50
9921289,3.75,2.25,2,3.25,2.5,3.5,2.50
9921290,2.33,2.33,2,2,1.67,2.33,2.33
9921291,1.67,2.33,3,2,2.33,2.33,2.00
9921292,4.25,2.25,2.75,3.25,3,4.25,1.75
9921293,3.8,2.6,2.6,2.6,3.4,2.6,2.80
9921294,3.33,4,4.33,2.33,2,4,3.00
9921295,2.67,2.83,3.83,3.17,3,2.67,3.00
9921296,2.86,3,2.71,4.14,2.29,2.86,3.00
9921297,2.43,3.71,3.57,3,3,3.57,3.57
9921298,3.71,2.57,2.71,3.71,2.57,2.57,3.00
9921299,2.43,4,3.43,3.86,2.86,3,3.57
9921300,3,3,1.75,3.5,2.25,3,2.00
9921301,3.8,4.2,3.4,3.4,2.8,1.6,4.00
9921302,2,3.33,3,2.83,3.67,2.17,2.67
9921303,3.6,3.2,1.6,2.6,2.6,3.4,2.60
9921304,3.33,2.83,2.33,3.33,4,2.17,2.50
9921305,1.75,2,4,4,3.5,1.5,3.50
9921306,2,4.43,2.14,2.71,3.43,2.43,2.14
9921307,3.67,2.67,3,2,2,2.67,3.33
9921308,4.33,2.33,2.33,2.33,2.33,4,2.67
9921309,3.6,3.2,2.2,2.8,3.2,2.8,2.00
9921310,3,2.5,3.67,2.83,2.67,1.83,3.17
9921311,3,3,3.6,4,3.2,2.6,3.20
9921312,1.83,2.83,2.5,3.83,3.67,3.83,2.50
9921313,2.6,2.6,3,3.2,2.4,3.8,3.00
9921314,3.83,2.33,3.83,2,4.33,3,3.67
9921315,3,4.25,3,2.25,4.25,3.25,3.25
9921316,2.75,3,1.75,3,3,3.25,3.50
9921317,1.8,4,2.8,2.4,2.6,4,2.60
9921318,2.75,2.75,3.75,3.75,3.75,4.75,4.00
9921319,3.67,3.67,2.67,3.67,2.33,2.33,3.33
9921320,2.5,4.17,3.5,3.67,2.33,4.17,3.33
9921321,2.5,3.33,2.33,2.17,4.67,2.67,2.17
9921322,2.43,2.71,2.86,2.57,4.71,3.71,3.14
9921323,2.67,3,3.17,3.17,2.67,2.67,2.17
9921324,3.33,3.5,1.67,2,3.17,3.5,3.83
9921325,1.67,3,3,4.33,2.67,3.33,2.67
9921326,3.67,3.33,2.67,3.67,3.33,2,2.67
9921327,3,3.4,2,2.2,3,3.8,3.80
9921328,2.57,3.29,3.29,3.29,3.86,2.86,2.86
9921329,3.33,1.67,2,2,1.67,3.67,3.33
9921330,4,3.33,3.33,2.33,2.67,4,4.33
9921331,3,2,3.67,3.67,3,3,2.67
9921332,1.86,2.43,3.14,3.86,2.14,2.57,3.71
9921333,3.25,3.75,2.25,4,2,3.75,2.50
